
4월 30, 2018 09:20:58.69 NEW SESSION
4월 30, 2018 09:20:58.69 [10028:5608:0430/092058.693:ERROR:in_progress_cache_impl.cc(93)] Could not read download entries from file because there was a read failure.
5월 02, 2018 15:17:49.10 [632:5624:0502/151748.841:ERROR:in_progress_cache_impl.cc(189)] Cache is not initialized, cannot RetrieveEntry.
5월 02, 2018 15:17:49.10 [632:5624:0502/151748.841:ERROR:in_progress_cache_impl.cc(189)] Cache is not initialized, cannot RetrieveEntry.
5월 02, 2018 15:17:49.12 [632:5624:0502/151748.841:ERROR:in_progress_cache_impl.cc(189)] Cache is not initialized, cannot RetrieveEntry.
5월 02, 2018 15:17:49.12 [632:5624:0502/151748.841:ERROR:in_progress_cache_impl.cc(189)] Cache is not initialized, cannot RetrieveEntry.
5월 02, 2018 15:17:49.12 [632:5624:0502/151748.841:ERROR:in_progress_cache_impl.cc(189)] Cache is not initialized, cannot RetrieveEntry.
5월 02, 2018 15:17:49.13 [632:5624:0502/151748.841:ERROR:in_progress_cache_impl.cc(189)] Cache is not initialized, cannot RetrieveEntry.
5월 02, 2018 15:17:49.13 [632:5624:0502/151748.841:ERROR:in_progress_cache_impl.cc(189)] Cache is not initialized, cannot RetrieveEntry.
5월 02, 2018 15:17:49.15 [632:5624:0502/151748.841:ERROR:in_progress_cache_impl.cc(189)] Cache is not initialized, cannot RetrieveEntry.
5월 02, 2018 15:17:49.15 [632:5624:0502/151748.841:ERROR:in_progress_cache_impl.cc(189)] Cache is not initialized, cannot RetrieveEntry.
5월 02, 2018 15:17:49.15 [632:5624:0502/151748.841:ERROR:in_progress_cache_impl.cc(189)] Cache is not initialized, cannot RetrieveEntry.
5월 02, 2018 15:17:49.16 [632:5624:0502/151748.841:ERROR:in_progress_cache_impl.cc(189)] Cache is not initialized, cannot RetrieveEntry.
5월 02, 2018 15:17:49.16 [632:5624:0502/151748.841:ERROR:in_progress_cache_impl.cc(189)] Cache is not initialized, cannot RetrieveEntry.
5월 02, 2018 15:17:49.16 [632:5624:0502/151748.857:ERROR:in_progress_cache_impl.cc(189)] Cache is not initialized, cannot RetrieveEntry.
5월 02, 2018 15:17:49.18 [632:5624:0502/151748.857:ERROR:in_progress_cache_impl.cc(189)] Cache is not initialized, cannot RetrieveEntry.
5월 02, 2018 15:17:49.18 [632:5624:0502/151748.857:ERROR:in_progress_cache_impl.cc(189)] Cache is not initialized, cannot RetrieveEntry.
5월 02, 2018 15:17:49.18 [632:5624:0502/151748.857:ERROR:in_progress_cache_impl.cc(189)] Cache is not initialized, cannot RetrieveEntry.
5월 02, 2018 15:17:49.20 [632:5624:0502/151748.857:ERROR:in_progress_cache_impl.cc(189)] Cache is not initialized, cannot RetrieveEntry.
5월 02, 2018 15:17:49.20 [632:5624:0502/151748.857:ERROR:in_progress_cache_impl.cc(189)] Cache is not initialized, cannot RetrieveEntry.
5월 02, 2018 15:17:49.20 [632:5624:0502/151748.857:ERROR:in_progress_cache_impl.cc(189)] Cache is not initialized, cannot RetrieveEntry.
5월 02, 2018 15:17:49.21 [632:5624:0502/151748.857:ERROR:in_progress_cache_impl.cc(189)] Cache is not initialized, cannot RetrieveEntry.
5월 02, 2018 15:17:49.21 [632:5624:0502/151748.857:ERROR:in_progress_cache_impl.cc(189)] Cache is not initialized, cannot RetrieveEntry.
5월 02, 2018 15:17:49.23 [632:5624:0502/151748.857:ERROR:in_progress_cache_impl.cc(189)] Cache is not initialized, cannot RetrieveEntry.
5월 02, 2018 15:17:49.23 [632:5624:0502/151748.857:ERROR:in_progress_cache_impl.cc(189)] Cache is not initialized, cannot RetrieveEntry.
5월 02, 2018 15:17:49.25 [632:5624:0502/151748.857:ERROR:in_progress_cache_impl.cc(189)] Cache is not initialized, cannot RetrieveEntry.
5월 02, 2018 15:17:49.26 [632:5624:0502/151748.857:ERROR:in_progress_cache_impl.cc(189)] Cache is not initialized, cannot RetrieveEntry.
5월 02, 2018 15:17:49.27 [632:5624:0502/151748.857:ERROR:in_progress_cache_impl.cc(189)] Cache is not initialized, cannot RetrieveEntry.
5월 02, 2018 15:17:49.28 [632:5624:0502/151748.857:ERROR:in_progress_cache_impl.cc(189)] Cache is not initialized, cannot RetrieveEntry.
5월 02, 2018 15:17:49.28 [632:5624:0502/151748.857:ERROR:in_progress_cache_impl.cc(189)] Cache is not initialized, cannot RetrieveEntry.
5월 02, 2018 15:17:49.29 [632:5624:0502/151748.857:ERROR:in_progress_cache_impl.cc(189)] Cache is not initialized, cannot RetrieveEntry.
5월 02, 2018 15:17:49.30 [632:5624:0502/151748.857:ERROR:in_progress_cache_impl.cc(189)] Cache is not initialized, cannot RetrieveEntry.
5월 02, 2018 15:17:49.30 [632:5624:0502/151748.857:ERROR:in_progress_cache_impl.cc(189)] Cache is not initialized, cannot RetrieveEntry.
5월 02, 2018 15:17:49.31 [632:5624:0502/151748.857:ERROR:in_progress_cache_impl.cc(189)] Cache is not initialized, cannot RetrieveEntry.
5월 02, 2018 15:17:49.31 [632:5624:0502/151748.857:ERROR:in_progress_cache_impl.cc(189)] Cache is not initialized, cannot RetrieveEntry.
5월 02, 2018 15:17:49.32 [632:5624:0502/151748.857:ERROR:in_progress_cache_impl.cc(189)] Cache is not initialized, cannot RetrieveEntry.
5월 02, 2018 15:17:49.32 [632:5624:0502/151748.857:ERROR:in_progress_cache_impl.cc(189)] Cache is not initialized, cannot RetrieveEntry.
5월 02, 2018 15:17:49.33 [632:5624:0502/151748.857:ERROR:in_progress_cache_impl.cc(189)] Cache is not initialized, cannot RetrieveEntry.
5월 02, 2018 15:17:49.33 [632:5624:0502/151748.857:ERROR:in_progress_cache_impl.cc(189)] Cache is not initialized, cannot RetrieveEntry.
5월 02, 2018 15:17:49.33 [632:5624:0502/151748.857:ERROR:in_progress_cache_impl.cc(189)] Cache is not initialized, cannot RetrieveEntry.
5월 02, 2018 15:17:49.34 [632:5624:0502/151748.857:ERROR:in_progress_cache_impl.cc(189)] Cache is not initialized, cannot RetrieveEntry.
5월 02, 2018 15:17:49.35 [632:5624:0502/151748.857:ERROR:in_progress_cache_impl.cc(189)] Cache is not initialized, cannot RetrieveEntry.
5월 02, 2018 15:17:49.35 [632:5624:0502/151748.857:ERROR:in_progress_cache_impl.cc(189)] Cache is not initialized, cannot RetrieveEntry.
5월 02, 2018 15:17:49.36 [632:5624:0502/151748.857:ERROR:in_progress_cache_impl.cc(189)] Cache is not initialized, cannot RetrieveEntry.
5월 02, 2018 15:17:49.36 [632:5624:0502/151748.857:ERROR:in_progress_cache_impl.cc(189)] Cache is not initialized, cannot RetrieveEntry.
5월 02, 2018 15:17:49.37 [632:5624:0502/151748.857:ERROR:in_progress_cache_impl.cc(189)] Cache is not initialized, cannot RetrieveEntry.
5월 02, 2018 15:17:49.37 [632:5624:0502/151748.857:ERROR:in_progress_cache_impl.cc(189)] Cache is not initialized, cannot RetrieveEntry.
5월 02, 2018 15:17:49.38 [632:5624:0502/151748.857:ERROR:in_progress_cache_impl.cc(189)] Cache is not initialized, cannot RetrieveEntry.
5월 02, 2018 15:17:49.38 [632:5624:0502/151748.857:ERROR:in_progress_cache_impl.cc(189)] Cache is not initialized, cannot RetrieveEntry.
5월 02, 2018 15:17:49.38 [632:5624:0502/151748.857:ERROR:in_progress_cache_impl.cc(189)] Cache is not initialized, cannot RetrieveEntry.
5월 02, 2018 15:17:49.39 [632:5624:0502/151748.857:ERROR:in_progress_cache_impl.cc(189)] Cache is not initialized, cannot RetrieveEntry.
5월 02, 2018 15:17:49.39 [632:2960:0502/151748.857:ERROR:in_progress_cache_impl.cc(93)] Could not read download entries from file because there was a read failure.
5월 02, 2018 15:17:49.39 [632:5624:0502/151749.169:ERROR:in_progress_cache_impl.cc(189)] Cache is not initialized, cannot RetrieveEntry.
5월 02, 2018 15:17:49.40 [632:5624:0502/151749.169:ERROR:in_progress_cache_impl.cc(189)] Cache is not initialized, cannot RetrieveEntry.
5월 02, 2018 15:17:49.40 [632:5624:0502/151749.169:ERROR:in_progress_cache_impl.cc(189)] Cache is not initialized, cannot RetrieveEntry.
5월 02, 2018 15:17:49.41 [632:5624:0502/151749.169:ERROR:in_progress_cache_impl.cc(189)] Cache is not initialized, cannot RetrieveEntry.
5월 02, 2018 15:17:49.41 [632:5624:0502/151749.169:ERROR:in_progress_cache_impl.cc(189)] Cache is not initialized, cannot RetrieveEntry.
5월 02, 2018 15:17:49.42 [632:5624:0502/151749.169:ERROR:in_progress_cache_impl.cc(189)] Cache is not initialized, cannot RetrieveEntry.
5월 02, 2018 15:17:49.42 [632:5624:0502/151749.169:ERROR:in_progress_cache_impl.cc(189)] Cache is not initialized, cannot RetrieveEntry.
5월 02, 2018 15:17:49.43 [632:5624:0502/151749.169:ERROR:in_progress_cache_impl.cc(189)] Cache is not initialized, cannot RetrieveEntry.
5월 02, 2018 15:17:49.43 [632:5624:0502/151749.169:ERROR:in_progress_cache_impl.cc(189)] Cache is not initialized, cannot RetrieveEntry.
5월 02, 2018 15:17:49.44 [632:5624:0502/151749.169:ERROR:in_progress_cache_impl.cc(189)] Cache is not initialized, cannot RetrieveEntry.
5월 02, 2018 15:17:49.44 [632:5624:0502/151749.169:ERROR:in_progress_cache_impl.cc(189)] Cache is not initialized, cannot RetrieveEntry.
5월 02, 2018 15:21:13.99 Unable to read VR Path Registry from C:\Users\user1\AppData\Local\openvr\openvrpaths.vrpath
5월 02, 2018 15:21:26.79 [10496:9900:0502/152126.792:ERROR:in_progress_cache_impl.cc(93)] Could not read download entries from file because there was a read failure.
5월 02, 2018 15:21:26.83 [10496:652:0502/152126.839:ERROR:in_progress_cache_impl.cc(189)] Cache is not initialized, cannot RetrieveEntry.
5월 02, 2018 15:21:26.85 [10496:652:0502/152126.839:ERROR:in_progress_cache_impl.cc(189)] Cache is not initialized, cannot RetrieveEntry.
5월 02, 2018 15:21:26.88 [10496:652:0502/152126.839:ERROR:in_progress_cache_impl.cc(189)] Cache is not initialized, cannot RetrieveEntry.
5월 02, 2018 15:21:26.90 [10496:652:0502/152126.839:ERROR:in_progress_cache_impl.cc(189)] Cache is not initialized, cannot RetrieveEntry.
5월 02, 2018 15:21:26.93 [10496:652:0502/152126.839:ERROR:in_progress_cache_impl.cc(189)] Cache is not initialized, cannot RetrieveEntry.
5월 02, 2018 15:21:26.94 [10496:652:0502/152126.839:ERROR:in_progress_cache_impl.cc(189)] Cache is not initialized, cannot RetrieveEntry.
5월 02, 2018 15:21:26.94 [10496:652:0502/152126.839:ERROR:in_progress_cache_impl.cc(189)] Cache is not initialized, cannot RetrieveEntry.
5월 02, 2018 15:21:26.96 [10496:652:0502/152126.839:ERROR:in_progress_cache_impl.cc(189)] Cache is not initialized, cannot RetrieveEntry.
5월 02, 2018 15:21:26.96 [10496:652:0502/152126.839:ERROR:in_progress_cache_impl.cc(189)] Cache is not initialized, cannot RetrieveEntry.
5월 02, 2018 15:21:26.96 [10496:652:0502/152126.839:ERROR:in_progress_cache_impl.cc(189)] Cache is not initialized, cannot RetrieveEntry.
5월 02, 2018 15:21:26.98 [10496:652:0502/152126.839:ERROR:in_progress_cache_impl.cc(189)] Cache is not initialized, cannot RetrieveEntry.
5월 02, 2018 15:21:26.98 [10496:652:0502/152126.839:ERROR:in_progress_cache_impl.cc(189)] Cache is not initialized, cannot RetrieveEntry.
5월 02, 2018 15:21:26.98 [10496:652:0502/152126.839:ERROR:in_progress_cache_impl.cc(189)] Cache is not initialized, cannot RetrieveEntry.
5월 02, 2018 15:21:26.99 [10496:652:0502/152126.839:ERROR:in_progress_cache_impl.cc(189)] Cache is not initialized, cannot RetrieveEntry.
5월 02, 2018 15:21:26.99 [10496:652:0502/152126.839:ERROR:in_progress_cache_impl.cc(189)] Cache is not initialized, cannot RetrieveEntry.
5월 02, 2018 15:21:27.01 [10496:652:0502/152126.839:ERROR:in_progress_cache_impl.cc(189)] Cache is not initialized, cannot RetrieveEntry.
5월 02, 2018 15:21:27.01 [10496:652:0502/152126.839:ERROR:in_progress_cache_impl.cc(189)] Cache is not initialized, cannot RetrieveEntry.
5월 02, 2018 15:21:27.01 [10496:652:0502/152126.839:ERROR:in_progress_cache_impl.cc(189)] Cache is not initialized, cannot RetrieveEntry.
5월 02, 2018 15:21:27.02 [10496:652:0502/152126.839:ERROR:in_progress_cache_impl.cc(189)] Cache is not initialized, cannot RetrieveEntry.
5월 02, 2018 15:21:27.02 [10496:652:0502/152126.839:ERROR:in_progress_cache_impl.cc(189)] Cache is not initialized, cannot RetrieveEntry.
5월 02, 2018 15:21:27.04 [10496:652:0502/152126.839:ERROR:in_progress_cache_impl.cc(189)] Cache is not initialized, cannot RetrieveEntry.
5월 02, 2018 15:21:27.04 [10496:652:0502/152126.839:ERROR:in_progress_cache_impl.cc(189)] Cache is not initialized, cannot RetrieveEntry.
5월 02, 2018 15:21:27.07 [10496:652:0502/152126.839:ERROR:in_progress_cache_impl.cc(189)] Cache is not initialized, cannot RetrieveEntry.
5월 02, 2018 15:21:27.08 [10496:652:0502/152126.839:ERROR:in_progress_cache_impl.cc(189)] Cache is not initialized, cannot RetrieveEntry.
5월 02, 2018 15:21:27.11 [10496:652:0502/152126.839:ERROR:in_progress_cache_impl.cc(189)] Cache is not initialized, cannot RetrieveEntry.
5월 02, 2018 15:21:27.11 [10496:652:0502/152126.839:ERROR:in_progress_cache_impl.cc(189)] Cache is not initialized, cannot RetrieveEntry.
5월 02, 2018 15:21:27.12 [10496:652:0502/152126.839:ERROR:in_progress_cache_impl.cc(189)] Cache is not initialized, cannot RetrieveEntry.
5월 02, 2018 15:21:27.13 [10496:652:0502/152126.839:ERROR:in_progress_cache_impl.cc(189)] Cache is not initialized, cannot RetrieveEntry.
5월 02, 2018 15:21:27.14 [10496:652:0502/152126.839:ERROR:in_progress_cache_impl.cc(189)] Cache is not initialized, cannot RetrieveEntry.
5월 02, 2018 15:21:27.14 [10496:652:0502/152126.839:ERROR:in_progress_cache_impl.cc(189)] Cache is not initialized, cannot RetrieveEntry.
5월 02, 2018 15:21:27.15 [10496:652:0502/152126.839:ERROR:in_progress_cache_impl.cc(189)] Cache is not initialized, cannot RetrieveEntry.
5월 02, 2018 15:21:27.15 [10496:652:0502/152126.839:ERROR:in_progress_cache_impl.cc(189)] Cache is not initialized, cannot RetrieveEntry.
5월 02, 2018 15:21:27.16 [10496:652:0502/152126.839:ERROR:in_progress_cache_impl.cc(189)] Cache is not initialized, cannot RetrieveEntry.
5월 02, 2018 15:21:27.17 [10496:652:0502/152126.839:ERROR:in_progress_cache_impl.cc(189)] Cache is not initialized, cannot RetrieveEntry.
5월 02, 2018 15:21:27.17 [10496:652:0502/152126.839:ERROR:in_progress_cache_impl.cc(189)] Cache is not initialized, cannot RetrieveEntry.
5월 02, 2018 15:21:27.18 [10496:652:0502/152126.839:ERROR:in_progress_cache_impl.cc(189)] Cache is not initialized, cannot RetrieveEntry.
5월 02, 2018 15:21:27.18 [10496:652:0502/152126.839:ERROR:in_progress_cache_impl.cc(189)] Cache is not initialized, cannot RetrieveEntry.
5월 02, 2018 15:21:27.19 [10496:652:0502/152126.839:ERROR:in_progress_cache_impl.cc(189)] Cache is not initialized, cannot RetrieveEntry.
5월 02, 2018 15:21:27.20 [10496:652:0502/152126.839:ERROR:in_progress_cache_impl.cc(189)] Cache is not initialized, cannot RetrieveEntry.
5월 02, 2018 15:21:27.21 [10496:652:0502/152126.839:ERROR:in_progress_cache_impl.cc(189)] Cache is not initialized, cannot RetrieveEntry.
5월 02, 2018 15:21:27.22 [10496:652:0502/152126.839:ERROR:in_progress_cache_impl.cc(189)] Cache is not initialized, cannot RetrieveEntry.
5월 02, 2018 15:21:27.23 [10496:652:0502/152126.839:ERROR:in_progress_cache_impl.cc(189)] Cache is not initialized, cannot RetrieveEntry.
5월 02, 2018 15:21:27.24 [10496:652:0502/152126.839:ERROR:in_progress_cache_impl.cc(189)] Cache is not initialized, cannot RetrieveEntry.
5월 02, 2018 15:21:27.24 [10496:652:0502/152126.839:ERROR:in_progress_cache_impl.cc(189)] Cache is not initialized, cannot RetrieveEntry.
5월 02, 2018 15:21:27.25 [10496:652:0502/152126.839:ERROR:in_progress_cache_impl.cc(189)] Cache is not initialized, cannot RetrieveEntry.
5월 02, 2018 15:21:27.25 [10496:652:0502/152126.839:ERROR:in_progress_cache_impl.cc(189)] Cache is not initialized, cannot RetrieveEntry.
5월 02, 2018 15:21:27.26 [10496:652:0502/152126.839:ERROR:in_progress_cache_impl.cc(189)] Cache is not initialized, cannot RetrieveEntry.
5월 02, 2018 15:21:27.28 [10496:652:0502/152126.839:ERROR:in_progress_cache_impl.cc(189)] Cache is not initialized, cannot RetrieveEntry.
5월 02, 2018 15:21:27.28 [10496:652:0502/152126.839:ERROR:in_progress_cache_impl.cc(189)] Cache is not initialized, cannot RetrieveEntry.
5월 02, 2018 15:21:27.29 [10496:652:0502/152126.839:ERROR:in_progress_cache_impl.cc(189)] Cache is not initialized, cannot RetrieveEntry.
5월 02, 2018 15:21:27.30 [10496:652:0502/152126.839:ERROR:in_progress_cache_impl.cc(189)] Cache is not initialized, cannot RetrieveEntry.
5월 02, 2018 15:21:27.30 [10496:652:0502/152126.839:ERROR:in_progress_cache_impl.cc(189)] Cache is not initialized, cannot RetrieveEntry.
5월 02, 2018 15:21:27.31 [10496:652:0502/152126.839:ERROR:in_progress_cache_impl.cc(189)] Cache is not initialized, cannot RetrieveEntry.
5월 02, 2018 15:21:27.32 [10496:652:0502/152126.839:ERROR:in_progress_cache_impl.cc(189)] Cache is not initialized, cannot RetrieveEntry.
5월 02, 2018 15:21:27.32 [10496:652:0502/152126.839:ERROR:in_progress_cache_impl.cc(189)] Cache is not initialized, cannot RetrieveEntry.
5월 02, 2018 15:21:27.33 [10496:652:0502/152126.839:ERROR:in_progress_cache_impl.cc(189)] Cache is not initialized, cannot RetrieveEntry.
5월 02, 2018 15:21:27.34 [10496:652:0502/152127.026:ERROR:in_progress_cache_impl.cc(189)] Cache is not initialized, cannot RetrieveEntry.
5월 02, 2018 15:21:27.35 [10496:652:0502/152127.026:ERROR:in_progress_cache_impl.cc(189)] Cache is not initialized, cannot RetrieveEntry.
5월 02, 2018 15:21:27.35 [10496:652:0502/152127.026:ERROR:in_progress_cache_impl.cc(189)] Cache is not initialized, cannot RetrieveEntry.
5월 02, 2018 15:21:27.36 [10496:652:0502/152127.026:ERROR:in_progress_cache_impl.cc(189)] Cache is not initialized, cannot RetrieveEntry.
5월 02, 2018 15:21:27.37 [10496:652:0502/152127.026:ERROR:in_progress_cache_impl.cc(189)] Cache is not initialized, cannot RetrieveEntry.
5월 02, 2018 15:21:27.38 [10496:652:0502/152127.026:ERROR:in_progress_cache_impl.cc(189)] Cache is not initialized, cannot RetrieveEntry.
5월 02, 2018 15:21:27.38 [10496:652:0502/152127.026:ERROR:in_progress_cache_impl.cc(189)] Cache is not initialized, cannot RetrieveEntry.
5월 02, 2018 15:21:27.39 [10496:652:0502/152127.026:ERROR:in_progress_cache_impl.cc(189)] Cache is not initialized, cannot RetrieveEntry.
5월 02, 2018 15:21:27.39 [10496:652:0502/152127.026:ERROR:in_progress_cache_impl.cc(189)] Cache is not initialized, cannot RetrieveEntry.
5월 02, 2018 15:21:27.40 [10496:652:0502/152127.026:ERROR:in_progress_cache_impl.cc(189)] Cache is not initialized, cannot RetrieveEntry.
5월 02, 2018 15:21:27.41 [10496:652:0502/152127.026:ERROR:in_progress_cache_impl.cc(189)] Cache is not initialized, cannot RetrieveEntry.
5월 02, 2018 15:21:27.41 [10496:652:0502/152127.026:ERROR:in_progress_cache_impl.cc(189)] Cache is not initialized, cannot RetrieveEntry.
5월 02, 2018 15:21:27.42 [10496:652:0502/152127.026:ERROR:in_progress_cache_impl.cc(189)] Cache is not initialized, cannot RetrieveEntry.
5월 02, 2018 15:21:27.42 [10496:652:0502/152127.026:ERROR:in_progress_cache_impl.cc(189)] Cache is not initialized, cannot RetrieveEntry.
5월 02, 2018 15:21:27.43 [10496:652:0502/152127.026:ERROR:in_progress_cache_impl.cc(189)] Cache is not initialized, cannot RetrieveEntry.
5월 02, 2018 15:21:27.44 [10496:652:0502/152127.026:ERROR:in_progress_cache_impl.cc(189)] Cache is not initialized, cannot RetrieveEntry.
5월 02, 2018 15:21:27.44 [10496:652:0502/152127.026:ERROR:in_progress_cache_impl.cc(189)] Cache is not initialized, cannot RetrieveEntry.
5월 02, 2018 15:21:27.45 [10496:652:0502/152127.026:ERROR:in_progress_cache_impl.cc(189)] Cache is not initialized, cannot RetrieveEntry.
5월 02, 2018 15:21:27.45 [10496:652:0502/152127.026:ERROR:in_progress_cache_impl.cc(189)] Cache is not initialized, cannot RetrieveEntry.
5월 02, 2018 15:21:27.46 [10496:652:0502/152127.026:ERROR:in_progress_cache_impl.cc(189)] Cache is not initialized, cannot RetrieveEntry.
5월 02, 2018 15:21:27.47 [10496:652:0502/152127.026:ERROR:in_progress_cache_impl.cc(189)] Cache is not initialized, cannot RetrieveEntry.
5월 02, 2018 15:21:27.47 [10496:652:0502/152127.026:ERROR:in_progress_cache_impl.cc(189)] Cache is not initialized, cannot RetrieveEntry.
5월 02, 2018 15:21:27.48 [10496:652:0502/152127.026:ERROR:in_progress_cache_impl.cc(189)] Cache is not initialized, cannot RetrieveEntry.
5월 02, 2018 15:21:27.48 [10496:652:0502/152127.026:ERROR:in_progress_cache_impl.cc(189)] Cache is not initialized, cannot RetrieveEntry.
5월 02, 2018 15:21:27.49 [10496:652:0502/152127.026:ERROR:in_progress_cache_impl.cc(189)] Cache is not initialized, cannot RetrieveEntry.
5월 02, 2018 15:21:27.49 [10496:652:0502/152127.026:ERROR:in_progress_cache_impl.cc(189)] Cache is not initialized, cannot RetrieveEntry.
5월 02, 2018 15:21:27.50 [10496:652:0502/152127.026:ERROR:in_progress_cache_impl.cc(189)] Cache is not initialized, cannot RetrieveEntry.
5월 02, 2018 15:21:27.51 [10496:652:0502/152127.026:ERROR:in_progress_cache_impl.cc(189)] Cache is not initialized, cannot RetrieveEntry.
5월 02, 2018 15:21:27.51 [10496:652:0502/152127.026:ERROR:in_progress_cache_impl.cc(189)] Cache is not initialized, cannot RetrieveEntry.
5월 02, 2018 15:21:27.52 [10496:652:0502/152127.026:ERROR:in_progress_cache_impl.cc(189)] Cache is not initialized, cannot RetrieveEntry.
5월 02, 2018 17:57:31.05 Unable to read VR Path Registry from C:\Users\user1\AppData\Local\openvr\openvrpaths.vrpath

5월 03, 2018 09:31:15.79 NEW SESSION
5월 03, 2018 09:31:15.79 [1492:8428:0503/093115.792:ERROR:in_progress_cache_impl.cc(93)] Could not read download entries from file because there was a read failure.
5월 03, 2018 09:31:15.85 [1492:9820:0503/093115.806:ERROR:in_progress_cache_impl.cc(189)] Cache is not initialized, cannot RetrieveEntry.
5월 03, 2018 09:31:15.89 [1492:9820:0503/093115.807:ERROR:in_progress_cache_impl.cc(189)] Cache is not initialized, cannot RetrieveEntry.
5월 03, 2018 09:31:15.92 [1492:9820:0503/093115.807:ERROR:in_progress_cache_impl.cc(189)] Cache is not initialized, cannot RetrieveEntry.
5월 03, 2018 09:31:15.93 [1492:9820:0503/093115.807:ERROR:in_progress_cache_impl.cc(189)] Cache is not initialized, cannot RetrieveEntry.
5월 03, 2018 09:31:15.94 [1492:9820:0503/093115.807:ERROR:in_progress_cache_impl.cc(189)] Cache is not initialized, cannot RetrieveEntry.
5월 03, 2018 09:31:15.95 [1492:9820:0503/093115.807:ERROR:in_progress_cache_impl.cc(189)] Cache is not initialized, cannot RetrieveEntry.
5월 03, 2018 09:31:15.95 [1492:9820:0503/093115.807:ERROR:in_progress_cache_impl.cc(189)] Cache is not initialized, cannot RetrieveEntry.
5월 03, 2018 09:31:15.96 [1492:9820:0503/093115.807:ERROR:in_progress_cache_impl.cc(189)] Cache is not initialized, cannot RetrieveEntry.
5월 03, 2018 09:31:15.96 [1492:9820:0503/093115.807:ERROR:in_progress_cache_impl.cc(189)] Cache is not initialized, cannot RetrieveEntry.
5월 03, 2018 09:31:15.97 [1492:9820:0503/093115.807:ERROR:in_progress_cache_impl.cc(189)] Cache is not initialized, cannot RetrieveEntry.
5월 03, 2018 09:31:15.98 [1492:9820:0503/093115.807:ERROR:in_progress_cache_impl.cc(189)] Cache is not initialized, cannot RetrieveEntry.
5월 03, 2018 09:31:15.98 [1492:9820:0503/093115.807:ERROR:in_progress_cache_impl.cc(189)] Cache is not initialized, cannot RetrieveEntry.
5월 03, 2018 09:31:15.99 [1492:9820:0503/093115.807:ERROR:in_progress_cache_impl.cc(189)] Cache is not initialized, cannot RetrieveEntry.
5월 03, 2018 09:31:16.00 [1492:9820:0503/093115.807:ERROR:in_progress_cache_impl.cc(189)] Cache is not initialized, cannot RetrieveEntry.
5월 03, 2018 09:31:16.00 [1492:9820:0503/093115.807:ERROR:in_progress_cache_impl.cc(189)] Cache is not initialized, cannot RetrieveEntry.
5월 03, 2018 09:31:16.01 [1492:9820:0503/093115.807:ERROR:in_progress_cache_impl.cc(189)] Cache is not initialized, cannot RetrieveEntry.
5월 03, 2018 09:31:16.02 [1492:9820:0503/093115.807:ERROR:in_progress_cache_impl.cc(189)] Cache is not initialized, cannot RetrieveEntry.
5월 03, 2018 09:31:16.03 [1492:9820:0503/093115.807:ERROR:in_progress_cache_impl.cc(189)] Cache is not initialized, cannot RetrieveEntry.
5월 03, 2018 09:31:16.04 [1492:9820:0503/093115.807:ERROR:in_progress_cache_impl.cc(189)] Cache is not initialized, cannot RetrieveEntry.
5월 03, 2018 09:31:16.04 [1492:9820:0503/093115.807:ERROR:in_progress_cache_impl.cc(189)] Cache is not initialized, cannot RetrieveEntry.
5월 03, 2018 09:31:16.06 [1492:9820:0503/093115.807:ERROR:in_progress_cache_impl.cc(189)] Cache is not initialized, cannot RetrieveEntry.
5월 03, 2018 09:31:16.06 [1492:9820:0503/093115.807:ERROR:in_progress_cache_impl.cc(189)] Cache is not initialized, cannot RetrieveEntry.
5월 03, 2018 09:31:16.07 [1492:9820:0503/093115.807:ERROR:in_progress_cache_impl.cc(189)] Cache is not initialized, cannot RetrieveEntry.
5월 03, 2018 09:31:16.08 [1492:9820:0503/093115.807:ERROR:in_progress_cache_impl.cc(189)] Cache is not initialized, cannot RetrieveEntry.
5월 03, 2018 09:31:16.08 [1492:9820:0503/093115.807:ERROR:in_progress_cache_impl.cc(189)] Cache is not initialized, cannot RetrieveEntry.
5월 03, 2018 09:31:16.09 [1492:9820:0503/093115.807:ERROR:in_progress_cache_impl.cc(189)] Cache is not initialized, cannot RetrieveEntry.
5월 03, 2018 09:31:16.09 [1492:9820:0503/093115.807:ERROR:in_progress_cache_impl.cc(189)] Cache is not initialized, cannot RetrieveEntry.
5월 03, 2018 09:31:16.10 [1492:9820:0503/093115.807:ERROR:in_progress_cache_impl.cc(189)] Cache is not initialized, cannot RetrieveEntry.
5월 03, 2018 09:31:16.11 [1492:9820:0503/093115.807:ERROR:in_progress_cache_impl.cc(189)] Cache is not initialized, cannot RetrieveEntry.
5월 03, 2018 09:31:16.11 [1492:9820:0503/093115.807:ERROR:in_progress_cache_impl.cc(189)] Cache is not initialized, cannot RetrieveEntry.
5월 03, 2018 09:31:16.12 [1492:9820:0503/093115.807:ERROR:in_progress_cache_impl.cc(189)] Cache is not initialized, cannot RetrieveEntry.
5월 03, 2018 09:31:16.12 [1492:9820:0503/093115.807:ERROR:in_progress_cache_impl.cc(189)] Cache is not initialized, cannot RetrieveEntry.
5월 03, 2018 09:31:16.13 [1492:9820:0503/093115.807:ERROR:in_progress_cache_impl.cc(189)] Cache is not initialized, cannot RetrieveEntry.
5월 03, 2018 09:31:16.13 [1492:9820:0503/093115.807:ERROR:in_progress_cache_impl.cc(189)] Cache is not initialized, cannot RetrieveEntry.
